,duration,entry_mode,has_path,source,start_time,total_calories,total_distance,tracking_mode,type,uri,utc_offset,month,month_index,year
311,21.7,API,True,RunKeeper,"Wed, 12 Jul 2017 08:07:47",150,6171.38,outdoor,Cycling,/fitnessActivities/1016754811,-3,Jul,7,2017
312,19.18,API,True,RunKeeper,"Tue, 11 Jul 2017 12:55:38",143,5388.39,outdoor,Cycling,/fitnessActivities/1016299456,-3,Jul,7,2017
313,21.78,API,True,RunKeeper,"Tue, 11 Jul 2017 07:59:40",149,6087.75,outdoor,Cycling,/fitnessActivities/1016149347,-3,Jul,7,2017
314,18.68,API,True,RunKeeper,"Mon, 10 Jul 2017 14:25:06",159,5810.02,outdoor,Cycling,/fitnessActivities/1015712266,-3,Jul,7,2017
315,19.4,API,True,RunKeeper,"Mon, 10 Jul 2017 08:04:15",141,6077.86,outdoor,Cycling,/fitnessActivities/1015496174,-3,Jul,7,2017
316,16.83,API,True,RunKeeper,"Fri, 7 Jul 2017 12:38:55",145,5456.84,outdoor,Cycling,/fitnessActivities/1014000310,-3,Jul,7,2017
317,20.02,API,True,RunKeeper,"Fri, 7 Jul 2017 07:39:12",143,6054.79,outdoor,Cycling,/fitnessActivities/1013856139,-3,Jul,7,2017
318,22.85,API,True,RunKeeper,"Wed, 5 Jul 2017 13:27:08",196,6427.15,outdoor,Cycling,/fitnessActivities/1012882639,-3,Jul,7,2017
319,19.78,API,True,RunKeeper,"Wed, 5 Jul 2017 07:45:07",141,6122.23,outdoor,Cycling,/fitnessActivities/1012716502,-3,Jul,7,2017
320,17.47,API,True,RunKeeper,"Tue, 4 Jul 2017 14:02:02",175,6503.58,outdoor,Cycling,/fitnessActivities/1012324489,-3,Jul,7,2017
321,19.37,API,True,RunKeeper,"Tue, 4 Jul 2017 07:50:51",147,6102.95,outdoor,Cycling,/fitnessActivities/1012080831,-3,Jul,7,2017
322,22.02,API,True,RunKeeper,"Mon, 3 Jul 2017 13:11:37",168,5718.37,outdoor,Cycling,/fitnessActivities/1011676031,-3,Jul,7,2017
323,21.7,API,True,RunKeeper,"Mon, 3 Jul 2017 08:04:30",152,6169.95,outdoor,Cycling,/fitnessActivities/1011489369,-3,Jul,7,2017
324,20.2,API,True,RunKeeper,"Thu, 29 Jun 2017 12:16:39",157,5747.18,outdoor,Cycling,/fitnessActivities/1009465641,-3,Jun,6,2017
325,24.32,API,True,RunKeeper,"Thu, 29 Jun 2017 07:49:44",152,6117.67,outdoor,Cycling,/fitnessActivities/1009337116,-3,Jun,6,2017
326,15.93,API,True,RunKeeper,"Wed, 28 Jun 2017 12:34:09",141,5336.49,outdoor,Cycling,/fitnessActivities/1008896055,-3,Jun,6,2017
327,20.48,API,True,RunKeeper,"Wed, 28 Jun 2017 07:44:18",147,6164.69,outdoor,Cycling,/fitnessActivities/1008780193,-3,Jun,6,2017
328,17.18,API,True,RunKeeper,"Tue, 27 Jun 2017 12:59:55",148,5474.33,outdoor,Cycling,/fitnessActivities/1008309481,-3,Jun,6,2017
329,33.33,API,True,RunKeeper,"Tue, 27 Jun 2017 07:37:17",206,6201.68,outdoor,Cycling,/fitnessActivities/1008152735,-3,Jun,6,2017
330,19.6,API,True,RunKeeper,"Mon, 26 Jun 2017 12:10:54",154,5688.19,outdoor,Cycling,/fitnessActivities/1007818698,-3,Jun,6,2017
331,21.98,API,True,RunKeeper,"Mon, 26 Jun 2017 07:41:03",145,6112.77,outdoor,Cycling,/fitnessActivities/1007493795,-3,Jun,6,2017
332,17.28,API,True,RunKeeper,"Fri, 23 Jun 2017 12:40:11",148,5345.75,outdoor,Cycling,/fitnessActivities/1005956310,-3,Jun,6,2017
333,19.0,API,True,RunKeeper,"Fri, 23 Jun 2017 07:50:54",143,6081.16,outdoor,Cycling,/fitnessActivities/1005843765,-3,Jun,6,2017
334,21.42,API,True,RunKeeper,"Thu, 22 Jun 2017 12:41:16",184,6589.62,outdoor,Cycling,/fitnessActivities/1005535586,-3,Jun,6,2017
335,20.58,API,True,RunKeeper,"Thu, 22 Jun 2017 07:37:35",147,6162.94,outdoor,Cycling,/fitnessActivities/1005303953,-3,Jun,6,2017
336,19.3,API,True,RunKeeper,"Tue, 20 Jun 2017 12:35:21",156,5382.67,outdoor,Cycling,/fitnessActivities/1004255363,-3,Jun,6,2017
337,19.88,API,True,RunKeeper,"Tue, 20 Jun 2017 07:30:08",144,6086.99,outdoor,Cycling,/fitnessActivities/1004088987,-3,Jun,6,2017
338,17.02,API,True,RunKeeper,"Mon, 19 Jun 2017 12:36:20",141,5389.12,outdoor,Cycling,/fitnessActivities/1003621881,-3,Jun,6,2017
339,23.08,API,True,RunKeeper,"Mon, 19 Jun 2017 07:43:02",156,6143.74,outdoor,Cycling,/fitnessActivities/1003493993,-3,Jun,6,2017
340,50.43,API,True,RunKeeper,"Sat, 17 Jun 2017 14:47:50",310,8859.43,outdoor,Cycling,/fitnessActivities/1002663916,-3,Jun,6,2017
341,18.17,API,True,RunKeeper,"Wed, 14 Jun 2017 13:26:09",153,5753.6,outdoor,Cycling,/fitnessActivities/1000879327,-3,Jun,6,2017
342,18.82,API,True,RunKeeper,"Wed, 14 Jun 2017 07:53:31",144,6045.11,outdoor,Cycling,/fitnessActivities/1000713723,-3,Jun,6,2017
343,23.17,API,True,RunKeeper,"Tue, 13 Jun 2017 12:48:45",189,6607.6,outdoor,Cycling,/fitnessActivities/1000444019,-3,Jun,6,2017
344,19.3,API,True,RunKeeper,"Tue, 13 Jun 2017 07:42:39",150,6090.69,outdoor,Cycling,/fitnessActivities/1000067931,-3,Jun,6,2017
345,16.75,API,True,RunKeeper,"Mon, 12 Jun 2017 12:12:13",166,5779.66,outdoor,Cycling,/fitnessActivities/999721058,-3,Jun,6,2017
346,18.48,API,True,RunKeeper,"Mon, 12 Jun 2017 07:29:08",145,6114.83,outdoor,Cycling,/fitnessActivities/999458777,-3,Jun,6,2017
347,15.23,API,True,RunKeeper,"Fri, 9 Jun 2017 13:47:21",164,5766.43,outdoor,Cycling,/fitnessActivities/997878707,-3,Jun,6,2017
348,18.82,API,True,RunKeeper,"Fri, 9 Jun 2017 07:58:28",144,6105.27,outdoor,Cycling,/fitnessActivities/997716950,-3,Jun,6,2017
349,17.03,API,True,RunKeeper,"Thu, 8 Jun 2017 13:01:53",163,5783.29,outdoor,Cycling,/fitnessActivities/997294049,-3,Jun,6,2017
350,19.7,API,True,RunKeeper,"Thu, 8 Jun 2017 07:51:49",145,6181.86,outdoor,Cycling,/fitnessActivities/997151351,-3,Jun,6,2017
351,17.13,API,True,RunKeeper,"Wed, 7 Jun 2017 12:16:18",154,5759.41,outdoor,Cycling,/fitnessActivities/996701562,-3,Jun,6,2017
352,18.77,API,True,RunKeeper,"Wed, 7 Jun 2017 07:55:39",141,6096.46,outdoor,Cycling,/fitnessActivities/996573146,-3,Jun,6,2017
353,16.4,API,True,RunKeeper,"Tue, 6 Jun 2017 12:47:04",157,5978.89,outdoor,Cycling,/fitnessActivities/996225220,-3,Jun,6,2017
