id,district,count
4,Tirol,6
0,Lagoa Nova,2
1,Nova Descoberta,7
2,Petrópolis,2
3,Ribeira,4
4,Tirol,17
0,,17
1,Lagoa Nova,2
2,Nova Descoberta,3
3,Petrópolis,1
4,Ribeira,2
5,Tirol,7
0,,30
1,Nova Descoberta,1
2,Ribeira,1
0,Lagoa Nova,3
1,Nova Descoberta,5
2,Petrópolis,3
3,Rocas,1
4,Tirol,20
0,,6
1,Cidade Alta,1
2,Lagoa Nova,1
3,Nova Descoberta,10
4,Petrópolis,4
5,Ribeira,3
6,Rocas,1
7,Santos Reis,1
8,Tirol,5
0,,32
0,,3
1,Nova Descoberta,8
2,Petrópolis,2
3,Ribeira,4
4,Rocas,1
5,Tirol,14
0,,1
1,Lagoa Nova,2
2,Nova Descoberta,14
3,Petrópolis,2
4,Ribeira,6
5,Rocas,1
6,Tirol,6
0,,32
0,,11
1,Lagoa Nova,1
2,Nova Descoberta,7
3,Petrópolis,2
4,Ribeira,4
5,Tirol,7
0,Lagoa Nova,2
1,Nova Descoberta,8
2,Petrópolis,3
3,Ribeira,5
4,Rocas,2
5,Tirol,12
0,,25
1,Lagoa Nova,1
2,Nova Descoberta,1
3,Tirol,5
0,,16
1,Lagoa Nova,2
2,Nova Descoberta,5
3,Petrópolis,2
4,Ribeira,2
5,Tirol,5
0,Lagoa Nova,1
1,Nova Descoberta,8
2,Petrópolis,4
3,Ribeira,2
4,Santos Reis,1
5,Tirol,16
0,,20
1,Nova Descoberta,2
2,Petrópolis,1
3,Tirol,9
0,,19
1,Lagoa Nova,1
2,Nova Descoberta,5
3,Ribeira,1
4,Tirol,6
0,Lagoa Nova,1
1,Nova Descoberta,13
2,Petrópolis,2
3,Ribeira,3
4,Tirol,13
0,,17
1,Lagoa Nova,1
2,Nova Descoberta,3
3,Ribeira,2
4,Tirol,9
0,,24
1,Lagoa Nova,1
2,Nova Descoberta,1
3,Ribeira,1
4,Santos Reis,2
5,Tirol,3
0,Lagoa Nova,1
1,Nova Descoberta,8
2,Ribeira,4
3,Rocas,1
4,Santos Reis,1
5,Tirol,17
0,,12
1,Cidade Alta,1
2,Lagoa Nova,3
3,Nova Descoberta,6
4,Rocas,1
5,Tirol,9
0,,31
1,Nova Descoberta,1
0,Lagoa Nova,1
1,Nova Descoberta,14
2,Ribeira,4
3,Tirol,13
0,,5
1,Lagoa Nova,2
2,Nova Descoberta,10
3,Petrópolis,1
4,Ribeira,1
5,Tirol,13
0,,30
1,Nova Descoberta,1
2,Petrópolis,1
0,Lagoa Nova,2
1,Nova Descoberta,12
2,Petrópolis,4
3,Rocas,1
4,Tirol,13
0,,6
1,Lagoa Nova,1
2,Nova Descoberta,7
3,Petrópolis,1
4,Ribeira,2
5,Rocas,2
6,Tirol,13
0,,8
1,Lagoa Nova,3
2,Nova Descoberta,7
3,Petrópolis,2
4,Ribeira,4
5,Rocas,1
6,Tirol,7
0,Lagoa Nova,1
1,Nova Descoberta,8
2,Ribeira,3
3,Rocas,3
4,Santos Reis,2
5,Tirol,15
0,,7
1,Lagoa Nova,3
2,Nova Descoberta,5
3,Petrópolis,2
4,Ribeira,4
5,Tirol,11
0,Lagoa Nova,1
1,Nova Descoberta,9
2,Petrópolis,2
3,Ribeira,2
4,Rocas,1
5,Tirol,17
0,,25
1,Nova Descoberta,2
2,Ribeira,3
3,Tirol,2
0,,6
1,Lagoa Nova,2
2,Nova Descoberta,7
3,Ribeira,2
4,Rocas,1
5,Tirol,14
0,Lagoa Nova,6
1,Nova Descoberta,9
2,Ribeira,4
3,Rocas,1
4,Santos Reis,1
5,Tirol,11
0,,29
1,Lagoa Nova,1
2,Ribeira,1
3,Tirol,1
0,Nova Descoberta,9
1,Petrópolis,1
2,Ribeira,6
3,Santos Reis,1
4,Tirol,15
0,,5
1,Lagoa Nova,2
2,Nova Descoberta,7
3,Ribeira,3
4,Tirol,15
0,,31
1,Nova Descoberta,1
0,Lagoa Nova,2
1,Nova Descoberta,12
2,Petrópolis,3
3,Tirol,15
0,,5
1,Lagoa Nova,1
2,Nova Descoberta,5
3,Petrópolis,1
4,Ribeira,4
5,Rocas,2
6,Tirol,14
0,,32
0,,3
1,Lagoa Nova,1
2,Nova Descoberta,6
3,Petrópolis,1
4,Ribeira,4
5,Rocas,1
6,Santos Reis,1
7,Tirol,15
0,,1
1,Nova Descoberta,6
2,Petrópolis,4
3,Ribeira,2
4,Tirol,19
0,,32
0,,8
1,Lagoa Nova,2
2,Nova Descoberta,11
3,Petrópolis,1
4,Ribeira,1
5,Tirol,9
0,Lagoa Nova,1
1,Nova Descoberta,7
2,Petrópolis,1
3,Ribeira,4
4,Santos Reis,1
5,Tirol,18
0,,28
1,Tirol,4
0,,8
1,Cidade Alta,1
2,Lagoa Nova,1
3,Nova Descoberta,3
4,Ribeira,5
5,Tirol,14
0,Cidade Alta,1
1,Lagoa Nova,4
2,Nova Descoberta,8
3,Petrópolis,2
4,Ribeira,5
5,Santos Reis,1
6,Tirol,11
0,,28
1,Nova Descoberta,2
2,Tirol,2
0,,15
1,Lagoa Nova,2
2,Nova Descoberta,4
3,Ribeira,2
4,Rocas,1
5,Tirol,8
0,Lagoa Nova,2
1,Nova Descoberta,10
2,Petrópolis,4
3,Ribeira,2
4,Tirol,14
0,,21
1,Nova Descoberta,5
2,Ribeira,2
3,Tirol,4
0,,17
1,Nova Descoberta,5
2,Ribeira,2
3,Tirol,8
0,Lagoa Nova,1
1,Nova Descoberta,10
2,Petrópolis,1
3,Ribeira,4
4,Santos Reis,1
5,Tirol,15
0,,19
1,Cidade Alta,1
2,Nova Descoberta,7
3,Ribeira,1
4,Tirol,4
0,,21
1,Lagoa Nova,4
2,Nova Descoberta,1
3,Petrópolis,1
4,Ribeira,1
5,Tirol,4
0,Cidade Alta,3
1,Lagoa Nova,4
2,Nova Descoberta,5
3,Petrópolis,3
4,Ribeira,4
5,Santos Reis,1
6,Tirol,12
0,,15
1,Lagoa Nova,2
2,Nova Descoberta,3
3,Petrópolis,2
4,Ribeira,4
5,Tirol,6
0,,25
1,Nova Descoberta,2
2,Tirol,5
0,Lagoa Nova,4
1,Nova Descoberta,11
2,Petrópolis,3
3,Ribeira,4
4,Tirol,10
0,,11
1,Cidade Alta,1
2,Lagoa Nova,2
3,Nova Descoberta,6
4,Petrópolis,1
5,Ribeira,2
6,Santos Reis,1
7,Tirol,8
0,,32
0,,1
1,Cidade Alta,1
2,Lagoa Nova,3
3,Nova Descoberta,5
4,Petrópolis,1
5,Ribeira,4
6,Santos Reis,1
7,Tirol,16
0,,3
1,Lagoa Nova,5
2,Nova Descoberta,6
3,Petrópolis,2
4,Ribeira,3
5,Tirol,13
0,,32
0,,9
1,Lagoa Nova,4
2,Nova Descoberta,2
3,Ribeira,6
4,Santos Reis,1
5,Tirol,10
0,Lagoa Nova,7
1,Nova Descoberta,6
2,Petrópolis,1
3,Ribeira,4
4,Rocas,1
5,Tirol,13
0,,27
1,Nova Descoberta,2
2,Ribeira,1
3,Tirol,2
0,,17
1,Lagoa Nova,2
2,Nova Descoberta,3
3,Petrópolis,1
4,Ribeira,3
5,Tirol,6
0,Lagoa Nova,3
1,Nova Descoberta,7
2,Petrópolis,4
3,Ribeira,3
4,Tirol,15
0,,19
1,Lagoa Nova,1
2,Nova Descoberta,2
3,Petrópolis,1
4,Santos Reis,1
5,Tirol,8
0,,24
1,Lagoa Nova,2
2,Nova Descoberta,1
3,Tirol,5
0,Lagoa Nova,7
1,Nova Descoberta,7
2,Petrópolis,2
3,Ribeira,4
4,Tirol,12
0,,12
1,Lagoa Nova,3
2,Nova Descoberta,4
3,Petrópolis,3
4,Ribeira,3
5,Tirol,7
0,,26
1,Ribeira,1
2,Tirol,5
0,Lagoa Nova,6
1,Nova Descoberta,6
2,Petrópolis,2
3,Ribeira,3
4,Santos Reis,2
5,Tirol,13
0,,10
1,Lagoa Nova,3
2,Nova Descoberta,8
3,Ribeira,3
4,Santos Reis,1
5,Tirol,7
0,,31
1,Tirol,1
0,Lagoa Nova,4
1,Nova Descoberta,8
2,Petrópolis,1
3,Ribeira,5
4,Tirol,14
0,,5
1,Capim Macio,1
2,Lagoa Nova,1
3,Nova Descoberta,7
4,Petrópolis,4
5,Ribeira,1
6,Tirol,13
0,,29
1,Nova Descoberta,1
2,Petrópolis,1
3,Tirol,1
0,Lagoa Nova,4
1,Nova Descoberta,3
2,Ribeira,5
3,Santos Reis,1
4,Tirol,19
0,,7
1,Cidade Alta,1
2,Lagoa Nova,4
3,Nova Descoberta,3
4,Petrópolis,1
5,Ribeira,4
6,Santos Reis,2
7,Tirol,10
0,,32
0,,3
1,Lagoa Nova,4
2,Nova Descoberta,6
3,Petrópolis,2
4,Ribeira,4
5,Santos Reis,1
6,Tirol,12
0,,1
1,Lagoa Nova,6
2,Nova Descoberta,4
3,Ribeira,5
4,Rocas,1
5,Tirol,15
0,,32
0,,6
1,Lagoa Nova,6
2,Nova Descoberta,3
3,Petrópolis,2
4,Ribeira,6
5,Santos Reis,1
6,Tirol,8
0,Lagoa Nova,5
1,Nova Descoberta,6
2,Petrópolis,4
3,Ribeira,1
4,Santos Reis,1
5,Tirol,15
0,,30
1,Nova Descoberta,2
0,,5
1,Lagoa Nova,3
2,Nova Descoberta,7
3,Petrópolis,2
4,Ribeira,3
5,Santos Reis,1
6,Tirol,11
0,Lagoa Nova,4
1,Nova Descoberta,3
2,Petrópolis,2
3,Ribeira,5
4,Tirol,18
0,,31
1,Tirol,1
0,,14
1,Nova Descoberta,4
2,Ribeira,3
3,Santos Reis,1
4,Tirol,10
0,Lagoa Nova,3
1,Nova Descoberta,6
2,Petrópolis,1
3,Ribeira,6
4,Santos Reis,1
5,Tirol,15
0,,22
1,Lagoa Nova,3
2,Nova Descoberta,2
3,Petrópolis,1
4,Tirol,4
0,,19
1,Lagoa Nova,1
2,Nova Descoberta,5
3,Petrópolis,1
4,Ribeira,1
5,Tirol,5
0,Lagoa Nova,5
1,Nova Descoberta,4
2,Petrópolis,3
3,Ribeira,4
4,Tirol,16
0,,17
1,Lagoa Nova,2
2,Nova Descoberta,3
3,Ribeira,4
4,Tirol,6
0,,23
1,Lagoa Nova,1
2,Nova Descoberta,2
3,Petrópolis,1
4,Ribeira,2
5,Tirol,3
0,Lagoa Nova,2
1,Nova Descoberta,8
2,Petrópolis,3
3,Ribeira,2
4,Santos Reis,1
5,Tirol,16
0,,13
1,Capim Macio,1
2,Lagoa Nova,1
3,Nova Descoberta,2
4,Petrópolis,1
5,Ribeira,7
6,Tirol,7
0,,30
1,Lagoa Nova,1
2,Nova Descoberta,1
0,Lagoa Nova,6
1,Nova Descoberta,2
2,Petrópolis,1
3,Ribeira,4
4,Tirol,19
0,,6
1,Lagoa Nova,9
2,Nova Descoberta,6
3,Ribeira,1
4,Tirol,10
0,,32
0,,4
1,Lagoa Nova,1
2,Nova Descoberta,7
3,Petrópolis,4
4,Ribeira,3
5,Santos Reis,1
6,Tirol,12
0,Lagoa Nova,3
1,Nova Descoberta,10
2,Ribeira,4
3,Santos Reis,1
4,Tirol,14
0,,9
1,Lagoa Nova,2
2,Nova Descoberta,6
3,Petrópolis,1
4,Ribeira,3
5,Santos Reis,1
6,Tirol,10
0,Lagoa Nova,4
1,Nova Descoberta,2
2,Petrópolis,4
3,Ribeira,5
4,Santos Reis,1
5,Tirol,16
0,,18
1,Lagoa Nova,1
2,Nova Descoberta,6
3,Petrópolis,2
4,Ribeira,2
5,Tirol,3
0,Lagoa Nova,2
1,Nova Descoberta,7
2,Petrópolis,4
3,Tirol,19
0,,13
1,Lagoa Nova,3
2,Nova Descoberta,7
3,Ribeira,2
4,Tirol,7
0,,5
1,Lagoa Nova,6
2,Nova Descoberta,5
3,Ribeira,2
4,Tirol,14
0,Lagoa Nova,4
1,Nova Descoberta,11
2,Petrópolis,3
3,Ribeira,1
4,Tirol,13
0,,22
1,Nova Descoberta,2
2,Petrópolis,1
3,Tirol,7
0,Lagoa Nova,4
1,Nova Descoberta,8
2,Petrópolis,1
3,Ribeira,3
4,Tirol,16
0,,13
1,Nova Descoberta,6
2,Ribeira,1
3,Tirol,12
0,,11
1,Lagoa Nova,1
2,Nova Descoberta,10
3,Petrópolis,1
4,Ribeira,2
5,Tirol,7
0,Lagoa Nova,4
1,Nova Descoberta,9
2,Petrópolis,4
3,Ribeira,4
4,Santos Reis,1
5,Tirol,10
0,,24
1,Lagoa Nova,2
2,Ribeira,2
3,Tirol,4
0,Capim Macio,1
1,Lagoa Nova,3
2,Nova Descoberta,12
3,Petrópolis,2
4,Ribeira,1
5,Santos Reis,1
6,Tirol,12
0,Lagoa Nova,3
1,Nova Descoberta,7
2,Petrópolis,1
3,Ribeira,4
4,Santos Reis,1
5,Tirol,16
0,Lagoa Nova,6
1,Nova Descoberta,8
2,Petrópolis,1
3,Ribeira,3
4,Tirol,14
0,Lagoa Nova,2
1,Nova Descoberta,10
2,Petrópolis,2
3,Ribeira,4
4,Tirol,14
0,Cidade Alta,1
1,Lagoa Nova,3
2,Nova Descoberta,3
3,Petrópolis,2
4,Ribeira,2
5,Tirol,21
0,Lagoa Nova,2
1,Nova Descoberta,14
2,Petrópolis,2
3,Ribeira,1
4,Tirol,13
0,Lagoa Nova,3
1,Nova Descoberta,15
2,Ribeira,4
3,Santos Reis,1
4,Tirol,9
0,Lagoa Nova,1
1,Nova Descoberta,14
2,Petrópolis,2
3,Ribeira,1
4,Tirol,14
0,Nova Descoberta,18
1,Petrópolis,1
2,Ribeira,3
3,Tirol,10
0,Lagoa Nova,1
1,Nova Descoberta,12
2,Ribeira,4
3,Tirol,15
0,Nova Descoberta,16
1,Petrópolis,1
2,Ribeira,2
3,Tirol,13
0,Nova Descoberta,13
1,Petrópolis,3
2,Tirol,16
0,Lagoa Nova,4
1,Nova Descoberta,11
2,Petrópolis,1
3,Tirol,16
0,Lagoa Nova,2
1,Nova Descoberta,9
2,Petrópolis,2
3,Ribeira,4
4,Tirol,15
0,,17
1,Lagoa Nova,1
2,Nova Descoberta,6
3,Ribeira,1
4,Tirol,7
0,,6
1,Nova Descoberta,18
2,Petrópolis,2
3,Ribeira,2
4,Tirol,4
0,Lagoa Nova,2
1,Nova Descoberta,12
2,Petrópolis,2
3,Ribeira,2
4,Tirol,14
0,,30
1,Tirol,2
0,,9
1,Lagoa Nova,2
2,Nova Descoberta,9
3,Petrópolis,3
4,Tirol,9
0,Capim Macio,1
1,Lagoa Nova,2
2,Nova Descoberta,15
3,Ribeira,2
4,Tirol,12
0,,27
1,Nova Descoberta,1
2,Tirol,4
0,,11
1,Lagoa Nova,4
2,Nova Descoberta,6
3,Ribeira,3
4,Tirol,8
0,Lagoa Nova,2
1,Nova Descoberta,10
2,Petrópolis,1
3,Tirol,19
0,,25
1,Nova Descoberta,2
2,Santos Reis,1
3,Tirol,4
0,,21
1,Lagoa Nova,1
2,Nova Descoberta,9
3,Tirol,1
0,Lagoa Nova,1
1,Nova Descoberta,11
2,Petrópolis,1
3,Ribeira,6
4,Santos Reis,1
5,Tirol,12
0,,15
1,Nova Descoberta,11
2,Ribeira,1
3,Tirol,5
0,,31
1,Tirol,1
0,Lagoa Nova,2
1,Nova Descoberta,8
2,Petrópolis,1
3,Ribeira,4
4,Tirol,17
0,,5
1,Lagoa Nova,1
2,Nova Descoberta,10
3,Petrópolis,2
4,Ribeira,2
5,Tirol,12
0,,32
0,,18
1,Lagoa Nova,1
2,Nova Descoberta,6
3,Tirol,7
0,,32
0,,32
0,,31
1,Tirol,1
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
0,,32
